BIC;Name
GENODEF1GMV;VR-Bank Muldental Grimma
GENODEF1GNA;VOLKSBANK EG OSTERHOLZ-SCHARMBECK
GENODEF1GOE;VOLKSBANK GOETTINGEN EG
GENODEF1GPF;RAIFFEISENBANK GEISELHOERING-PFAFFENBERG EG
GENODEF1GR1;VB Raiffbk Niederschlesien
GENODEF1GRR;Raiffeisenbank Garrel -alt-
GENODEF1GRS;RAIFFEISENBANK SUEDSTORMARN MOELLN EG
GENODEF1GRT;RAIFFEISENBANK GRAINET EG
GENODEF1GRW;RAIFFEISENBANK GRAFENWOEHR-KIRCHENTHUMBACH EG
GENODEF1GSB;RAIFFEISENBANK GEROLSBACH EG
GENODEF1GSC;VOLKSBANK EG DELMENHORST SCHIERBROK
GENODEF1GSH;RAIFFEISENBANK GEISENHAUSEN EG
GENODEF1GSW;RAIFFEISENBANK GROSSAITINGEN-WEHRINGEN EG
GENODEF1GTH;Raiffeisenbank Gotha
GENODEF1GU1;Raiffbk Weißenburg-Gunzenh
GENODEF1GUB;VR-BANK CHATTENGAU EG
GENODEF1GUE;VOLKS- UND RAIFFEISENBANK EG
GENODEF1GZ1;VOLKSBANK GUENZBURG EG
GENODEF1GZ2;VR-Bank Donau-Mindel
GENODEF1GZA;RAIFFEISENBANK GERZEN-AHAM EG
GENODEF1GZH;VR-BANK GEROLZHOFEN EG
GENODEF1HAA;SPAR- UND KREDITBANK EG
GENODEF1HAB;VR-BANK BAD KISSINGEN EG
GENODEF1HAC;RAIFFEISEN-VOLKSBANK ASCHAFFENBURG EG
GENODEF1HAL;VOLKSBANK HALLE (SAALE) EG
GENODEF1HAR;VOLKSBANK HAREN EG
GENODEF1HAS;RAIFFEISEN-VOLKSBANK HASSBERGE EG
GENODEF1HAT;VR BANK OLDENBURG LAND WEST EG
GENODEF1HB1;BREMISCHE VOLKSBANK EG
GENODEF1HB2;Volksbank Bremen-Nord
GENODEF1HBG;RAIFFEISENBANK HOECHBERG EG
GENODEF1HBV;VOLKSBANK EG BREMERHAVEN-WESERMUENDE
GENODEF1HBW;RAIFFEISENBANK HENGERSBERG-SCHOELLNACH EG
GENODEF1HDG;VOLKSBANK SOLLING EG
GENODEF1HDW;RAIFFEISENBANK EG
GENODEF1HEE;HEEDER VOLKSBANK EG
GENODEF1HEM;RAIFFEISENBANK IM OBERPFAELZER JURA EG
GENODEF1HFA;RAIFFEISENBANK EG
GENODEF1HFG;RAIFFEISENBANK GRIESSTAETT-HALFING EG
GENODEF1HGA;RAIFFEISENBANK ALTEGLOFSHEIM-HAGELSTADT EG
GENODEF1HGF;RAIFFEISENBANK HUGLFING EG
GENODEF1HGH;RAIFFEISENBANK HILDBURGHAUSEN EG
GENODEF1HGM;VOLKSBANK GMHUETTE-HAGEN-BISSENDORF EG (GHB)
GENODEF1HH1;VOLKSBANK HAMBURG OST-WEST
GENODEF1HH2;Hamburger Volksbank
GENODEF1HH3;VOLKSBANK RAIFFEISENBANK EG
GENODEF1HH4;VOLKSBANK RAIFFEISENBANK EG
GENODEF1HHK;RAIFFEISENBANK HEHENKIRCH UND UMGEBUNG EG
GENODEF1HHS;Raiffbk Isar-Loisachtal
GENODEF1HHU;RAIFFEISENBANK HOHENAU-MAUTH EG
GENODEF1HID;RAIFFEISENBANK EG
GENODEF1HIG;VR-BANK MITTE EG
GENODEF1HIH;VOLKSBANK HILDESHEIM EG
GENODEF1HIS;RAIFFEISENBANK FRAENKISCHE SCHWEIZ EG
GENODEF1HKB;VOLKSBANK HANKENSBUETTEL-WAHRENHOLZ EG
GENODEF1HLN;VOLKSBANK HASELUENNE EG
GENODEF1HLU;Volksbank Lübeck
GENODEF1HMA;RAIFFEISENBANK HAAG-GARS-MAITENBETH EG
GENODEF1HMF;RAIFFEISENBANK-VOLKSBANK HERMSDORFER KREUZ EG
GENODEF1HMN;VB Südh.-Isenh.L.-Altm
GENODEF1HMP;VB Hameln-Stadthagen
GENODEF1HMS;VOLKSBANK HELMSTEDT EG
GENODEF1HMV;VOLKSBANK WESERBERGLAND EG
GENODEF1HNT;RAIFFEISENBANK HAUNETAL EG
GENODEF1HO1;VR Bank Bayreuth-Hof
GENODEF1HOB;RAIFFEISENBANK HEROLDSBACH EG
GENODEF1HOO;VOLKSBANK NIEDERGRAFSCHAFT EG
GENODEF1HOY;VOLKSBANK ALLER-WESER EG
GENODEF1HPH;RAIFFEISENBANK HOPFERAU-HOPFEN EG
GENODEF1HPN;RAIFFEISEN - MEINE BANK EG
GENODEF1HPS;VOLKSBANK WILDESHAUSER GEEST EG
GENODEF1HR1;ROSTOCKER VOLKS-UND RAIFFEISENBANK EG
GENODEF1HRV;VR PARTNERBANK CHATTENGAU-SCHWALM-EDER
GENODEF1HSB;Raiffeisenbank Hersbruck
GENODEF1HSC;RAIFFEISENBANK HIRSCHAU EG
GENODEF1HSE;RAIFFEISENBANK SEEBACHGRUND EG
GENODEF1HST;Pommersche Volksbank
GENODEF1HTE;RAIFFEISENBANK ELBMARSCH EG
GENODEF1HTF;RAIFFEISENBANK HILTENFINGEN EG
GENODEF1HTL;RAIFFEISENBANK EG
GENODEF1HTR;VOLKSBANK EG BAD LAER-BORGLOH-HILTER-MELLE
GENODEF1HUA;RAIFFEISENBANK SINGOLDTAL EG
GENODEF1HUD;VEREINIGTE VOLKSBANK EG
GENODEF1HUE;VR-Bank NordRhön Hünfeld
GENODEF1HUG;RAIFFEISENBANK HARBURG EG
GENODEF1HUM;VR BANK WESTKUESTE EG
GENODEF1HUV;VOLKSBANK RAIFFEISENBANK HANAU EG
GENODEF1HWA;RAIFFEISENBANK FRAENKISCHE SCHWEIZ EG
GENODEF1HWG;RAIFFEISENBANK HALDENWANG EG
GENODEF1HWI;VOLKS-U RB WISMAR EG
GENODEF1HWR;RAIFFEISENBANK EG WISMAR
GENODEF1HWS;RAIFFEISENBANK EG ITZEHOE
GENODEF1HWV;VOLKS- UND RAIFFEISENBANK (EHM VB) EG
GENODEF1HZH;RAIFFEISENBANK ASCHBERG EG
GENODEF1HZM;RAIFFEISENBANK RAIN AM LECH EG
GENODEF1HZN;RAIFFEISENBANK SUEDL. BAYERISCHER WALD EG
GENODEF1HZO;RAIFFEISENBANK HOLZKIRCHEN-OTTERFING EG
GENODEF1HZR;RAIFFEISENBANK HOLZHEIM EG
GENODEF1ICH;RAIFFEISENBANK ICHENHAUSEN EG
GENODEF1IMV;VOLKSBANK IMMENSTADT EG
GENODEF1INP;VR Bank Bayern Mitte
GENODEF1INZ;RAIFFEISENBANK INZELL EG
GENODEF1ISE;VR-Bank Erding
GENODEF1ISV;VR-BANK ISMANING HALLBERGMOOS NEUFAHRN EG
GENODEF1JE1;VOLKSBANK ELSTERLAND EG
GENODEF1JET;RAIFFEISENBANK JETTINGEN-SCHEPPACH EG
GENODEF1JEV;VOLKSBANK JEVER EG
GENODEF1KAB;RAIFFEISENBANK KALBE-BISMARK EG
GENODEF1KBL;RAIFFEISENBANK EMS-VECHTE EG
GENODEF1KBW;WALDECKER BANK EG
GENODEF1KC1;RAIFFEISEN - VOLKSBANK KRONACH-LUDWIGSSTADT EG
GENODEF1KC2;RAIFFEISENBANK KUEPS-MITWITZ STOCKHEIM EG
GENODEF1KEM;RAIFFEISENBANK OBERPFALZ NORDWEST
GENODEF1KEV;Allgäuer Volksbank
GENODEF1KFB;VR Bank Augsburg-Ostallgäu
GENODEF1KIL;Kieler Volksbank
GENODEF1KLK;KALTENKIRCHENER BANK EG
GENODEF1KM1;RAIFFEISENBANK KEMPTEN EG
GENODEF1KOA;VR BANK IM LANDKREIS GARMISCH PARTENKIRCHEN EG
GENODEF1KOE;VOLKSBANK EG
GENODEF1KRR;RAIFFEISENBANK KRUMBACH/SCHWABEN EG
GENODEF1KS2;KURHESSISCHE LANDBANK EG
GENODEF1KT1;VR BANK KITZINGEN EG
GENODEF1KTZ;RAIFFEISENBANK BAD KOETZTING EG
GENODEF1KU1;VR Bank Oberfranken Mitte
GENODEF1LAG;VOLKSBANK LANGEN-GERSTEN EG
GENODEF1LAP;VOLKSBANK LASTRUP EG
GENODEF1LAS;SPAR- UND DARLEHNSKASSE BOERDE LAMSTEDT EG
GENODEF1LAU;RAIFFEISEN- SPAR- UND KREDITBANK EG
GENODEF1LBB;BAYERISCHE BODENSEEBANK RAIFFEISEN EG
GENODEF1LEN;VOLKSBANK LENGERICH EG
GENODEF1LER;Ostfriesische VB Leer
GENODEF1LH1;VR-BANK LANDSHUT EG
GENODEF1LIA;VOLKSBANK LINDENBERG EG
GENODEF1LIB;VOLKSBANK ELSTERLAND EG
GENODEF1LIF;VR-BANK LICHTENFELS-EBERN
GENODEF1LIG;VOLKSBANK LINGEN EG
GENODEF1LIR;VOLKSBANK EG LOENINGEN
GENODEF1LN1;SPREEWALDBANK EG
GENODEF1LND;VR-Bank Landau-Mengkofen
GENODEF1LOG;VOLKSBANK EG LOENINGEN
GENODEF1LON;VOLKSBANK LOHNE-MUEHLEN EG
GENODEF1LRU;RAIFFEISENBANK LORUP EG
GENODEF1LSR;VR Bk Main-Kinzig-Büdingen
GENODEF1LST;RAIFFEISENBANK STAUDEN EG
GENODEF1LTH;VOLKSBANK EMSTAL EG
GENODEF1LUE;VOLKSBANK LUENEBURG EG
GENODEF1LUK;VR-Bank Fläming
GENODEF1LUS;VOLKSBANK LUDWIGSTADT EG
GENODEF1LVB;Leipziger Volksbank
GENODEF1LWE;RAIFFEISENBANK GEISELHOERING-PFAFFENBERG EG
GENODEF1LZN;RAIFFEISENBANK EG
GENODEF1M01;Münchner Bank
GENODEF1M02;RAIFFEISENBANK MUENCHEN EG
GENODEF1M03;RAIFFEISENBANK MUENCHEN-SUED EG
GENODEF1M04;HAUSBANK MUENCHEN EG
GENODEF1M05;LIGA BANK EG
GENODEF1M06;MERKUR BANK KGAA
GENODEF1M07;GENOSSENSCHAFTSBANK EG MUENCHEN
GENODEF1M08;Raiffbk München-Nord
GENODEF1M1Y;Münchner Bank
GENODEF1MAK;VR-BANK FICHTELGEBIRGE
GENODEF1MAL;RAIFFEISENBANK MECKLENBURGER SEENPLATTE EG
GENODEF1MAR;RAIFFEISEN-VOLKSBANK FRESENA EG
GENODEF1MBG;VOLKSBANK MITTLERES ERZGEBIRGE EG
GENODEF1MBL;RAIFFEISENBANK BURGBERNHEIM-MARKTBERGEL EG
GENODEF1MBW;RAIFFEISENBANK MARKT BEROLZHEIM-WETTELSHEIM E
GENODEF1MD1;VB Magdeburg
GENODEF1MDG;RAIFFEISENBANK GROSSWALBUR EG
GENODEF1MEI;VOLKSBANK RAIFFEISENBANK MEISSEN-GROSSENHAIN EG
GENODEF1MEP;EMSLAENDISCHE VOLKSBANK EG MEPPEN
GENODEF1MGA;RAIFFEISENBANK OBERLAND EG
GENODEF1MIB;RAIFFEISENBANK IM OBERLAND EG
GENODEF1MIL;RAIFFEISEN-VOLKSBANK MILTENBERG EG
GENODEF1MIR;GENOSSENSCHAFTSBANK UNTERALLGAEU EG
GENODEF1MIW;Volksbank Mittweida
GENODEF1MKB;MKB MITTELSTANDSKREDITBANK AG
GENODEF1MKO;VR-BANK LANDAU-MENGKOFEN EG
GENODEF1MLF;GENOBANK RHOEN-GRABFELD EG
GENODEF1MLO;RAIFFEISENBANK OLDERSUM EG
GENODEF1MLV;VOLKSBANK RAIFFEISENBANK RHOEN-GRABFELD EG
GENODEF1MM1;VR-BANK MEMMINGEN EG
GENODEF1MML;RAIFFEISENBANK EG
GENODEF1MMM;RAIFFEISENBANK MAMMING-HOECKING EG
GENODEF1MOO;RAIFFEISENBANK WESTKREIS FUERSTENFELDBRUCK EG
GENODEF1MOT;RAIFFEISEN-VOLKSBANK RIES EG
GENODEF1MRI;Raiffbk Kissing-Mering
GENODEF1MRZ;VOLKSBANK OSNABRUECKER NORDLAND EG
GENODEF1MST;VOLKSBANK LOHNE-MUEHLEN EG
GENODEF1MTG;VR-Bank HG-Bank
GENODEF1MTW;RAIFFEISENBANK MITTENWALD EG
GENODEF1MU2;VR BANK WESTTHUERINGEN EG
GENODEF1MU4;HAUSBANK MUENCHEN EG BANK FUER HAUS- UND GRUNDBESITZ
GENODEF1MUA;VOLKSBANK ALLER-OKER EG
GENODEF1MUL;VR-BANK BURGHAUSEN-MUEHLDORF EG
GENODEF1MUR;VR BANK IM LANDKREIS GARMISCH PARTENKIRCHEN EG
GENODEF1N01;VOLKSBANK NUERNBERG EG
GENODEF1N02;VR Bank Nürnberg
GENODEF1N03;EVENORD-BANK
GENODEF1N07;RAIFFEISENBANK KATZWANG EG
GENODEF1N08;Raiffbk Knoblauchsland
GENODEF1NAF;VOLKSBANK HALLE, SAALE EG
GENODEF1NAU;RAIFFEISENBANK NAUEN EG
GENODEF1NBK;RAIFFEISENBANK EG
GENODEF1NBU;VOLKSBANK LUENEBURGER HEIDE EG
GENODEF1ND2;VR BANK NEUBURG-RAIN EG
GENODEF1NDH;RAIFFEISEN- UND VOLKSBANK NORDHORN EG
GENODEF1NDL;RAIFFEISENBANK NUEDLINGEN EG
GENODEF1NDR;NORDERSTEDTER BANK EG
GENODEF1NDS;Nordthüringer Volksbank
GENODEF1NDT;VR-BANK RHOEN-GRABFELD EG
GENODEF1NEA;VR meine Bank
GENODEF1NEO;VOLKSBANK NEUENKIRCHEN-VOERDEN EG
GENODEF1NEV;GRAFSCHAFTER VOLKSBANK EG
GENODEF1NEW;RAIFFEISENBANK NEUSTADT-VOHENSTRAUSS EG
GENODEF1NGG;RAIFFEISENBANK BAD GOEGGING EG
GENODEF1NGS;VOLKSBANK LOEBAU-ZITTAU EG
GENODEF1NHD;RAIFFEISENBANK AM DREISESSEL EG
GENODEF1NHE;RAIFFEISEN-VOLKSBANK VAREL-NORDENHAM EG
GENODEF1NIN;Volksbank Nienburg
GENODEF1NKN;RB ESCHLK-LAM-LOHB-NEUKIRCH
GENODEF1NM1;RAIFFEISENBANK NEUMARKT I. D. OBERPFALZ EG
GENODEF1NMB;VOLKS-UND RAIFFEISENBANK SAALE-USTRUT EG
GENODEF1NMS;VR Bank Neumünster
GENODEF1NOE;RAIFFEISEN-VOLKSBANK RIES EG
GENODEF1NOP;VR-BANK EG OSNABRUECKER NORDLAND
GENODEF1NPP;RAIFFEISENBANK OSTPRIGNITZ-RUPPIN EG
GENODEF1NSH;VR Bk Ostholstein Nord-Plön
GENODEF1NST;Raiff-VB Neustadt
GENODEF1NSV;RAIFFEISENBANK NEUMARKT-ST. VEIT - NIEDERBERGKIRCHEN EG
GENODEF1NTO;VR BANK SCHLESWIG-MITTELHOLSTEIN EG
GENODEF1NU1;VR-Bank Neu-Ulm
GENODEF1NUI;RAIFFEISENBANK UNTERES INNTAL EG
GENODEF1NUV;VOLKSBANK NEU-ULM EG
GENODEF1OBD;RAIFFEISENBANK OBERAUDORF EG
GENODEF1OBE;RAIFFEISEN-VOLKSBANK ASCHAFFENBURG EG
GENODEF1OBR;RAIFFEISENBANK KITZINGER LAND EG
GENODEF1OBS;RAIFFEISENBANK OBERSCHLEISSHEIM EG
GENODEF1OCH;RAIFFEISENBANK OCHSENFURT EG
GENODEF1ODZ;RAIFFEISENBANK PFAFFENHOFEN A.D. GLONN EG
GENODEF1OFF;RAIFFEISENBANK OFFINGEN EG
GENODEF1OGB;RAIFFEISENBANK EG
GENODEF1OGK;NORTH CHANNEL BANK GMBH UND CO. KG
GENODEF1OHA;Volksbank im Harz
GENODEF1OHC;VR BANK MUENCHEN LAND EG
GENODEF1OHZ;VOLKSBANK EG OSTERHOLZ-SCHARMBECK
GENODEF1OKI;RAIFFEISENBANK KIRCHWEIHTAL EG
GENODEF1OL2;RAIFFEISENBANK OLDENBURG EG
GENODEF1ORF;RAIFFEISENBANK STRUECKLINGEN-IDAFEHN EG
GENODEF1ORT;RAIFFEISENBANK ORTENBURG EG
GENODEF1OSV;VOLKSBANK OSNABRUECK EG
GENODEF1OVI;RAIFFEISENBANK IM OBERPFAELZER WALD EG
GENODEF1OWS;RAIFFEISENBANK EG OWSCHLAG
GENODEF1OYT;Volksbank Oyten
GENODEF1P01;PSD BANK BERLIN-BRANDENBURG EG
GENODEF1P02;PSD BANK BRAUNSCHWEIG EG
GENODEF1P03;PSD BANK BREMEN
GENODEF1P04;PSD RHEIN-RUHR EG
GENODEF1P05;PSD RHEIN-RUHR EG
GENODEF1P06;PSD BANK HESSEN-THUERINGEN EG
GENODEF1P07;PSD BANK RHEINNECKARSAAR EG
GENODEF1P08;PSD BANK NORD EG
GENODEF1P09;PSD BANK HANNOVER
GENODEF1P10;PSD BANK KARLSRUHE-NEUSTADT EG
GENODEF1P11;PSD BANK KIEL EG
GENODEF1P12;PSD BANK KOBLENZ
GENODEF1P13;PSD BANK KOELN EG
GENODEF1P14;PSD BANK MUENCHEN EG
GENODEF1P15;PSD BANK WESTFALEN-LIPPE EG
GENODEF1P17;PSD BANK NUERNBERG EG
GENODEF1P18;VR BANK NIEDERBAYERN-OBERPFALZ EG
GENODEF1P19;PSD BANK RHEINNECKARSAAR EG
GENODEF1P20;PSD BANK RHEINNECKARSAAR EG
GENODEF1P21;PSD BANK TRIER NIEDERL. DER PSD BANK KOELN EG
GENODEF1PA1;VR-BANK PASSAU EG
GENODEF1PAP;VOLKSBANK PAPENBURG EG
GENODEF1PAR;RAIFFEISENBANK IM OBERPFAELZER JURA EG
GENODEF1PAT;Volksbank
GENODEF1PBG;Raiffbk Biebergrd-Petersbg
GENODEF1PEI;RAIFFEISENBANK PFAFFENWINKEL EG
GENODEF1PER;VOLKS- UND RAIFFEISENBANK PRIGNITZ EG
GENODEF1PEV;VOLKSBANK PEINE EG
GENODEF1PFA;RAIFFEISENBANK PFAFFENHAUSEN EG
GENODEF1PFF;RAIFFEISENBANK PFEFFENHAUSEN-ROTTENBURG-WILDENBERG EG
GENODEF1PFI;HALLERTAUER VOLKSBANK EG
GENODEF1PFK;VR-Bank Rottal-Inn
GENODEF1PIL;RB-LANDAU-PILSTING EG
GENODEF1PIN;VR BANK IN HOLSTEIN EG
GENODEF1PL1;VOLKSBANK VOGTLAND EG
GENODEF1PN1;RAIFFEISEN-VOLKSBANK SAALE-ORLA EG
GENODEF1POC;ROTTALER RAIFFEISENBANK EG
GENODEF1PR2;VOLKSBANK PIRNA EG
GENODEF1PRV;VOLKSBANK-RAIFFEISENBANK CHIEMSEE EG
GENODEF1PST;RAIFFEISENBANK PARKSTETTEN EG
GENODEF1PZ1;VR-BANK UCKERMARK-RANDOW EG
GENODEF1PZB;VOLKSBANK-RAIFFEISENBANK PENZBERG EG
GENODEF1QFT;VOLKSBANK HALLE (SAALE)
GENODEF1QLB;HARZER VOLKSBANK EG
GENODEF1R01;VB RB Regensburg-Schwandorf
GENODEF1R02;RAIFFEISENBANK REGENSBURG-WENZENBACH EG
GENODEF1R05;LIGA BANK EG
GENODEF1RAW;RAIFFEISENBANK WERRATAL-LANDECK EG
GENODEF1RBL;RAIFFEISENBANK RIEDENBURG-LOBSING EG
GENODEF1RC1;VOLKSBANK VOGTLAND EG
GENODEF1RCH;RAIFFEISENBANK REICHENBERG EG
GENODEF1RDB;RAIFFEISENBANK EG
GENODEF1REF;Raiffeisenbank Regenstauf
GENODEF1RGB;RAIFFEISENBANK ROGGENBURG-BREITENTHAL EG
GENODEF1RGE;VR-BANK EG
GENODEF1RGS;RAIFFEISENBANK AM GOLDENEN STEIG EG
GENODEF1RHE;RAIFFEISENBANK EG, HEIDE
GENODEF1RHP;RAIFFEISENBANK SUEDLICHES OSTALLGAEU EG
GENODEF1RHT;RAIFFEISENBANK HALLERTAU EG
GENODEF1RIE;VOLKSBANK RIESA EG
GENODEF1RIG;RAIFFEISENBANK RAISTING EG
GENODEF1RIW;VR-BANK CHIEMGAU-SUED EG
GENODEF1RLB;RAIFFEISENBANK EG
GENODEF1RLH;RAIFFEISENBANK RAIN AM LECH EG
GENODEF1RLI;RAIFFEISENBANK REHLING EG
GENODEF1RLT;RAIFFEISENBANK TRAVEMUENDE EG
GENODEF1RME;RAIFFEISENBANK RSA EG
GENODEF1RN1;VOLKSBANK RATHENOW EG
GENODEF1RNM;RAIFFEISENBANK MASSBACH EG
GENODEF1ROH;RAIFFEISENBANK RONSHAUSEN-MARKSUHL EG
GENODEF1ROR;VR BANK ROSENHEIM-CHIEMSEE EG
GENODEF1ROV;VOLKSBANK ROSENHEIM EG
GENODEF1RRZ;RAIFFEISENBANK EG
GENODEF1RSE;RAIFFEISENBANK RASTEDE EG
GENODEF1RSL;VR BANK NORD EG
GENODEF1RSS;RAIFFEISENBANK GROSSHAB.-ROSSTAL EG
GENODEF1RTS;BANKHAUS RAUTENSCHLEIN GMBH
GENODEF1RUJ;VB Gera-Jena-Rudolstadt
GENODEF1RWZ;RAIFFEISENBANK NEUMARKT-ST. VEIT - REISCHACH EG
GENODEF1RZK;RAIFFEISENBANK RATTISZELL-KONZELL EG
GENODEF1S01;SPARDA-BANK SUEDWEST EG
GENODEF1S02;SPARDA-BANK BADEN WUERTTEMBERG EG
GENODEF1S03;SPARDA-BANK AUGSBURG EG
GENODEF1S04;SPARDA-BANK MUENCHEN EG
GENODEF1S05;SPARDA-BANK OSTBAYERN EG
GENODEF1S06;SPARDA-BANK NUERNBERG EG
GENODEF1S08;SPARDA-BANK WEST EG
GENODEF1S09;SPARDA-BANK HANNOVER EG
GENODEF1S10;SPARDA-BANK BERLIN
GENODEF1S11;SPARDA-BANK HAMBURG EG
GENODEF1S12;Sparda-Bank Hessen
GENODEF1S15;AUGSBURGER AKTIENBANK AG (NETBANK)
GENODEF1SAL;VR-BANK BAD SALZUNGEN SCHMALKALDEN EG
GENODEF1SAN;RAIFFEISENBANK SCHARREL EG
GENODEF1SBC;RAIFFEISENBANK CHIEMGAU-NORD-OBING EG
GENODEF1SBN;SCHROBENHAUSENER BANK EG
GENODEF1SDE;VOLKSBANK STADE-CUXHAVEN EG
GENODEF1SDL;VOLKSBANK STENDAL EG
GENODEF1SDM;Raiffbk Unteres Vilstal
GENODEF1SEB;VOLKSBANK PIRNA EG (ALT RAIFFEISENBANK NEUSTADT EG)
GENODEF1SER;RAIFFEISENBANK SUEDLICHES OSTALLGAEU EG
GENODEF1SES;Volksbank Seesen
GENODEF1SFD;RAIFFEISENBANK EBRACHGRUND EG
GENODEF1SFF;RAIFFEISEN-VOLKSBANK BAD STAFFELSTEIN
GENODEF1SFO;Raiffbk Kempten-Oberallgäu
GENODEF1SFT;VOLKSBANK STASSFURT HZW D VOLKSBNANK BERNBURG EG
GENODEF1SGA;RAIFFEISENBANK STEINGADEN EG
GENODEF1SGH;Volksbank Sangerhausen
GENODEF1SHL;VR Bank Südthüringen
GENODEF1SHO;RAIFFEISENBANK EG
GENODEF1SHR;Volksbank Syke
GENODEF1SIT;ZEVENER VOLKSBANK EG
GENODEF1SLD;HANNOVERSCHE VOLKSBANK EG
GENODEF1SLR;VR-Bank ABG-Land / Skatbank
GENODEF1SLV;VOLKSBANK SCHMOELLN EG
GENODEF1SLW;VR BANK SCHLESWIG-MITTELHOLSTEIN EG
GENODEF1SLZ;RAIFFEISENBANK IM GRABFELD EG
GENODEF1SMU;RAIFFEISENBANK SCHWABMUENCHEN EG
GENODEF1SN1;VR-BANK EG
GENODEF1SOL;VOLKSBANK LUENEBURGER HEIDE EG
GENODEF1SPB;VR - BANK SPANGENBERG-MORSCHEN EG
GENODEF1SPK;RAIFFEISENBANK AM KULM EG
GENODEF1SPL;Volksbank Süd-Emsland
GENODEF1SPM;Volksbank Spree-Neiße
GENODEF1SR1;Volksbank Straubing
GENODEF1SR2;Raiffeisenbank Straubing
GENODEF1SSB;RAIFFEISENBANK SUDOSTL. STARNBERGER SEE EG
GENODEF1SSG;RAIFFEISENBANK SCHLEUSINGEN EG
GENODEF1SST;RAIFFEISENBANK EG SEESTERMUEHE
GENODEF1STB;VOLKS-UND RAIFFEISENBANK EG GUESTROW
GENODEF1STH;VR-Bank Starnberg-Hg-Lbg
GENODEF1STU;VR BANK FULDA EG
GENODEF1STV;RAIFFEISENBANK EG STRUVENHUETTEN
GENODEF1STY;VOLKSBANK EG
GENODEF1STZ;VOLKSBANK EG
GENODEF1SUG;RAIFFEISENBANK SUENCHING EG
GENODEF1SUL;VOLKSBANK EG
GENODEF1SUM;VOLKSBANK EG
GENODEF1SUT;RAIFFEISENBANK EG
GENODEF1SWD;VR BANK MITTLERE OBERPFALZ EG
GENODEF1SWN;RAIFFEISENBANK SCHWANDORF-NITTENAU EG
GENODEF1SWO;RAIFFEISENBANK ST. WOLFGANG-SCHWINDKIRCHEN EG
GENODEF1SWR;Raiffbk Roth-Schwabach
GENODEF1SWW;VOLKSBANK SCHWANEWEDE EG
GENODEF1SYL;SYLTER BANK EG
GENODEF1SZF;RAIFFEISENBANK HOCHFRANKEN WEST EG
GENODEF1SZH;RAIFFEISENBANK SULZBACH-ROSENBERG EG SITZ SULZBACH-ROSENBERG
GENODEF1SZT;RAIFFEISENBANK SALZWEG-THYRNAU EG
GENODEF1SZV;RAIFFEISENBANK SINZING EG/VIEHHAUSEN
GENODEF1TAE;RAIFFEISENBANK TAUFKIRCHEN-OBERNEUKIRCHEN EG
GENODEF1TAV;VR-Bank Taufkirchen-Dorfen
GENODEF1TBG;RAIFFEISENBANK TRENDELBURG EG
GENODEF1TEI;RAIFFEISENBANK RUPERTIWINKEL EG
GENODEF1TGB;RAIFFEISENBANK TORGAU EG
GENODEF1THA;RAIFFEISENBANK THURNAUER LAND EG
GENODEF1THG;RAIFFEISENBANK LECH-AMMERSEE EG
GENODEF1THH;RAIFFEISENBANK THUENGERSHEIM EG
GENODEF1THS;RAIFFEISENBANK THANNHAUSEN EG
GENODEF1TIE;RAIFFEISENBANK IM LANDKREIS PASSAU-NORD EG
GENODEF1TKI;RAIFFEISENBANK KIRCHBERG V. WALD EG
GENODEF1TOB;RAIFFEISENBANK EG TODENBUETTEL
GENODEF1TRH;RAIFFEISENBANK TUERKHEIM
GENODEF1TRM;RAIFFEISENBANK TROMMETSHEIM EG
GENODEF1TRU;RAIFFEISENBANK TROSTBERG - TRAUNREUT EG
GENODEF1TUS;RAIFFEISEN-VOLKSBANK TUESSLING-UNTERNEUKIRCHEN EG
GENODEF1TWS;EMSLAENDISCHE VOLKSBANK EG
GENODEF1UFG;RAIFFEISENBANK UFFING-OBERSOECHERING EG
GENODEF1UNS;RAIFFEISENBANK UNTERSCHLEISSHEIM-HAIMHAUSEN EG
GENODEF1UPL;RVB Aurich
GENODEF1URS;RAIFFEISENBANK URSENSOLLEN-AMMERTHAL-HOHENBUR
GENODEF1VAG;VOLKSBANK AHLHORN-GROSSENKNETEN EG
GENODEF1VAR;RAIFFEISEN-VOLKSBANK VAREL-NORDENHAM EG
GENODEF1VBD;VB Darmstadt - Südhessen
GENODEF1VBV;VR-BANK ISAR-VILS
GENODEF1VDA;VOLKSBANK DASSEL EG
GENODEF1VEC;VOLKSBANK VECHTA EG
GENODEF1VER;VOLKSBANK VERDEN EG
GENODEF1VIR;VOLKSBANK - RAIFFEISENBANK VILSHOFEN
GENODEF1VIS;Volksbank Visbek
GENODEF1VIT;VR Itzehoe Norderstedt
GENODEF1VIV;VOLKSBANK VILSHOFEN EG
GENODEF1VK1;DZ BANK FUER DZH DIENSTL.ZENTR. F. HEIL- UND HILFSMITTELANBIETER GMBH
GENODEF1VK2;DZ BANK FUER OPTA DATA ABRECHNUNGS GMBH
GENODEF1VK3;DZ BANK FUER BAUSPARKASSE SCHWAEBISCH HALL AG
GENODEF1VK4;DZ BANK FUER BAUSPARKASSE SCHWAEBISCH HALL AG
GENODEF1VK6;DZ BANK FUER TOP-FOTOGRAFIE HANDELSGESELLSCHAFT RAU MBH
GENODEF1VK7;DZ BANK AG DEUTSCHE ZENTRAL-GENOSSENSCHAFTSBANK
